EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,EMG_8,thumb_theta_1,thumb_theta_2,thumb_theta_3,index_theta_1,index_theta_2,index_theta_3,middle_theta_1,middle_theta_2,middle_theta_3,ring_theta_1,ring_theta_2,ring_theta_3,little_theta_1,little_theta_2,little_theta_3
0.5035054,0.494366,0.4924116,0.4957049,0.5030628,0.49790537,0.4885567,0.47873873,42.0,34.0,48.0,48.0,56.0,50.0,43.0,38.0,55.0,52.0,48.0,51.0,48.0,57.0,45.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,32.0,54.0,87.0,70.0,95.0,78.0,66.0,95.0,66.0,60.0,87.0,71.0,70.0,62.0,78.0
0.5091314,0.4923638,0.4883334,0.49073568,0.4989224,0.49860153,0.49363196,0.4935716,36.0,20.0,20.0,72.0,52.0,51.0,18.0,11.0,10.0,13.0,29.0,28.0,18.0,7.0,0.0
0.4979448,0.5006326,0.48569462,0.4925406,0.47589058,0.505637,0.4845156,0.49712607,22.0,12.0,6.0,12.0,22.0,29.0,14.0,19.0,10.0,20.0,26.0,21.0,19.0,14.0,4.0
0.4923344,0.50053775,0.48974445,0.5031157,0.512026,0.5093072,0.48567683,0.48794535,15.0,27.0,41.0,46.0,36.0,45.0,40.0,56.0,41.0,48.0,49.0,39.0,55.0,74.0,54.0
0.5091314,0.4943429,0.48846975,0.4888731,0.49211204,0.49860153,0.48786387,0.5081728,34.0,34.0,30.0,56.0,52.0,52.0,17.0,5.0,13.0,26.0,24.0,11.0,3.0,0.0,13.0
0.5009941,0.494366,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,40.0,57.0,71.0,74.0,68.0,72.0,62.0,63.0,65.0,60.0,63.0,63.0,70.0,74.0,82.0
0.5191697,0.4948687,0.48529267,0.47029588,0.49548712,0.49949542,0.5080363,0.5073765,45.0,42.0,39.0,71.0,45.0,53.0,6.0,1.0,24.0,3.0,28.0,4.0,13.0,17.0,6.0
0.4923344,0.50053775,0.47506508,0.5031157,0.50848657,0.5093072,0.4831572,0.49335405,15.0,21.0,42.0,42.0,64.0,55.0,52.0,72.0,50.0,32.0,48.0,32.0,53.0,74.0,55.0
0.5069393,0.48020834,0.49636668,0.48092487,0.48403844,0.5070566,0.48943707,0.45611092,14.0,1.0,30.0,18.0,25.0,1.0,20.0,25.0,2.0,7.0,20.0,14.0,6.0,29.0,24.0
0.5194324,0.49225825,0.48529658,0.4763533,0.4851611,0.5042094,0.47377157,0.5110269,26.0,39.0,30.0,59.0,51.0,51.0,17.0,7.0,27.0,29.0,14.0,4.0,3.0,16.0,3.0
0.4975257,0.49682572,0.48987278,0.4957049,0.5027411,0.5098414,0.4885567,0.49011144,21.0,43.0,42.0,33.0,73.0,43.0,60.0,63.0,51.0,45.0,57.0,34.0,54.0,44.0,54.0
0.5035054,0.5030495,0.49863458,0.4957049,0.5043736,0.49997988,0.49012205,0.48922634,28.0,25.0,45.0,45.0,70.0,36.0,56.0,41.0,56.0,34.0,45.0,45.0,48.0,38.0,47.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,43.0,37.0,68.0,71.0,98.0,86.0,66.0,83.0,79.0,60.0,64.0,79.0,61.0,86.0,72.0
0.4926815,0.49785525,0.48987278,0.49617848,0.5027411,0.5094717,0.4885567,0.4832256,18.0,37.0,47.0,47.0,56.0,48.0,40.0,55.0,54.0,44.0,40.0,31.0,48.0,46.0,33.0
0.4968601,0.50091094,0.48347348,0.50829625,0.4902764,0.50998026,0.48302108,0.48225898,0.0,6.0,5.0,25.0,16.0,6.0,14.0,15.0,30.0,26.0,10.0,21.0,2.0,17.0,9.0
0.5162968,0.49308932,0.49159715,0.4904599,0.4989224,0.4999407,0.5080363,0.48323837,44.0,35.0,20.0,73.0,48.0,52.0,30.0,11.0,5.0,9.0,16.0,23.0,27.0,23.0,9.0
0.5009941,0.49682572,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,39.0,38.0,70.0,64.0,69.0,62.0,61.0,92.0,84.0,60.0,89.0,85.0,79.0,93.0,64.0
0.5022854,0.49682572,0.4924116,0.4957049,0.50660217,0.50304157,0.4885567,0.4917324,39.0,41.0,34.0,37.0,39.0,10.0,47.0,48.0,46.0,77.0,65.0,62.0,68.0,65.0,75.0
0.48607123,0.488446,0.48899853,0.51427734,0.4677375,0.5148565,0.47787735,0.49763444,2.0,18.0,21.0,6.0,24.0,10.0,24.0,7.0,28.0,19.0,13.0,30.0,29.0,9.0,19.0
0.5026377,0.48553833,0.49525136,0.49573103,0.4964719,0.5166427,0.49713802,0.46252206,6.0,1.0,31.0,9.0,7.0,4.0,23.0,3.0,4.0,4.0,30.0,15.0,23.0,18.0,21.0
0.5148739,0.48315227,0.50480205,0.49472988,0.46010336,0.50672823,0.49465826,0.4586344,16.0,33.0,31.0,75.0,52.0,52.0,10.0,4.0,2.0,18.0,21.0,22.0,27.0,18.0,26.0
0.5091314,0.49027187,0.48289138,0.48287612,0.49211204,0.49946317,0.5080363,0.49333912,44.0,42.0,55.0,57.0,47.0,58.0,17.0,0.0,20.0,7.0,25.0,12.0,19.0,3.0,8.0
0.49988592,0.49682572,0.4908761,0.4957049,0.5030628,0.5012668,0.4885567,0.47711778,27.0,45.0,42.0,48.0,68.0,38.0,50.0,55.0,46.0,51.0,45.0,33.0,57.0,45.0,52.0
0.5009941,0.49206874,0.4924116,0.48978934,0.50660217,0.502355,0.4885567,0.4926175,55.0,38.0,42.0,32.0,3.0,26.0,65.0,60.0,51.0,80.0,72.0,69.0,65.0,74.0,63.0
0.48581392,0.48667252,0.4891584,0.50098276,0.48933268,0.50743616,0.49713802,0.48618618,26.0,21.0,31.0,11.0,12.0,6.0,11.0,12.0,6.0,5.0,9.0,20.0,25.0,3.0,3.0
0.5091314,0.48745924,0.48275504,0.48845717,0.48134694,0.50105,0.5089772,0.4933664,41.0,33.0,49.0,50.0,51.0,59.0,20.0,14.0,26.0,10.0,29.0,16.0,7.0,7.0,15.0
0.5035054,0.49682572,0.4924116,0.4957049,0.5030628,0.50288534,0.4885567,0.46439457,28.0,36.0,55.0,54.0,67.0,30.0,59.0,42.0,45.0,32.0,63.0,39.0,50.0,46.0,58.0
0.5035054,0.48057455,0.503046,0.4957049,0.5043736,0.5049782,0.49012205,0.4888578,43.0,22.0,36.0,40.0,65.0,58.0,30.0,30.0,53.0,58.0,71.0,54.0,46.0,33.0,42.0
0.5035054,0.494366,0.4924116,0.4957049,0.5030628,0.50250286,0.4885567,0.4917324,40.0,41.0,49.0,38.0,57.0,29.0,57.0,46.0,58.0,74.0,77.0,70.0,62.0,80.0,60.0
0.5017187,0.463139,0.5027002,0.4796785,0.45967036,0.5113317,0.4804357,0.50449234,17.0,15.0,33.0,12.0,27.0,26.0,25.0,16.0,10.0,19.0,8.0,9.0,4.0,24.0,24.0
0.49371955,0.49785525,0.48987278,0.4957049,0.5062805,0.5098414,0.4885567,0.4647113,19.0,45.0,49.0,49.0,37.0,59.0,35.0,65.0,43.0,58.0,49.0,31.0,57.0,72.0,30.0
0.5009941,0.47806278,0.4924116,0.4957049,0.50880826,0.49905556,0.4885567,0.46932754,45.0,31.0,82.0,74.0,73.0,63.0,67.0,67.0,64.0,60.0,95.0,64.0,62.0,75.0,67.0
0.49988592,0.49682572,0.48987278,0.4957049,0.5030628,0.5012668,0.4885567,0.49011144,26.0,33.0,53.0,46.0,68.0,51.0,50.0,68.0,39.0,40.0,72.0,60.0,45.0,69.0,41.0
0.5091314,0.49493194,0.4883334,0.4854363,0.4807425,0.49860153,0.5083837,0.49737045,40.0,21.0,27.0,46.0,57.0,58.0,4.0,15.0,14.0,27.0,29.0,21.0,17.0,7.0,3.0
0.49810556,0.4993375,0.48987278,0.5031157,0.5012034,0.5098414,0.4885567,0.46439457,16.0,44.0,37.0,50.0,64.0,31.0,51.0,46.0,53.0,46.0,49.0,41.0,35.0,39.0,36.0
0.5035054,0.49807805,0.49726337,0.4957049,0.5043736,0.4956252,0.4831572,0.49740192,40.0,20.0,55.0,42.0,60.0,50.0,54.0,37.0,56.0,51.0,50.0,51.0,43.0,59.0,52.0
0.5009941,0.494366,0.4920936,0.4957049,0.50660217,0.49952573,0.4885567,0.4926175,40.0,55.0,59.0,43.0,49.0,37.0,70.0,57.0,47.0,83.0,65.0,63.0,66.0,73.0,64.0
0.5035054,0.5030495,0.49726337,0.4957049,0.507913,0.50113016,0.49012205,0.47685856,30.0,21.0,32.0,50.0,31.0,52.0,31.0,46.0,49.0,54.0,58.0,54.0,49.0,41.0,52.0
0.52808714,0.495356,0.48897186,0.4945714,0.49280804,0.50311637,0.49199498,0.50325084,22.0,11.0,33.0,29.0,16.0,24.0,25.0,0.0,1.0,2.0,28.0,4.0,19.0,10.0,3.0
0.5035054,0.49206874,0.4920936,0.4957049,0.50660217,0.50250286,0.4885567,0.4917324,57.0,43.0,45.0,40.0,43.0,22.0,46.0,47.0,48.0,72.0,67.0,72.0,62.0,67.0,69.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,59.0,37.0,54.0,69.0,74.0,68.0,63.0,92.0,80.0,60.0,92.0,88.0,75.0,97.0,69.0
0.48564807,0.48975867,0.4779293,0.51427734,0.48186162,0.51451844,0.49620643,0.4806045,22.0,4.0,29.0,1.0,2.0,11.0,9.0,10.0,3.0,26.0,11.0,27.0,1.0,2.0,16.0
0.5009941,0.50053775,0.4924116,0.4957049,0.51234764,0.4956252,0.48567683,0.48954308,36.0,28.0,48.0,43.0,38.0,51.0,58.0,57.0,40.0,49.0,61.0,33.0,54.0,59.0,54.0
0.48778173,0.4788524,0.49981242,0.48417664,0.46408778,0.5164461,0.5026109,0.49586076,26.0,5.0,33.0,0.0,3.0,4.0,22.0,24.0,19.0,19.0,15.0,17.0,27.0,9.0,25.0
0.48792195,0.4817325,0.5009051,0.4904245,0.4734584,0.509185,0.4978526,0.5008907,22.0,1.0,17.0,18.0,12.0,16.0,19.0,28.0,0.0,17.0,23.0,12.0,7.0,9.0,25.0
0.5191697,0.44276315,0.49392822,0.48412028,0.46069834,0.49860153,0.5025659,0.5128447,39.0,19.0,45.0,75.0,50.0,49.0,22.0,16.0,17.0,3.0,22.0,10.0,2.0,26.0,9.0
0.5194324,0.4931117,0.48615476,0.49549714,0.48062977,0.5028572,0.47762543,0.4622591,23.0,19.0,54.0,59.0,52.0,48.0,6.0,17.0,18.0,15.0,21.0,12.0,4.0,17.0,8.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,46.0,56.0,49.0,66.0,72.0,71.0,68.0,95.0,84.0,60.0,78.0,86.0,60.0,65.0,81.0
0.5065521,0.46699476,0.44101858,0.48978934,0.48322928,0.50590295,0.45621264,0.4926175,50.0,38.0,57.0,0.0,14.0,2.0,61.0,52.0,46.0,85.0,63.0,62.0,64.0,64.0,74.0
0.5035054,0.494366,0.4924116,0.4957049,0.5030628,0.4956252,0.4885567,0.49114916,41.0,41.0,45.0,46.0,55.0,46.0,47.0,47.0,37.0,41.0,35.0,55.0,57.0,47.0,35.0
0.5096698,0.47382048,0.47790223,0.46910137,0.4551511,0.5130364,0.49012205,0.46895117,15.0,23.0,22.0,13.0,15.0,23.0,8.0,22.0,16.0,19.0,29.0,19.0,14.0,23.0,24.0
0.5128116,0.48172012,0.5028639,0.49641562,0.47384205,0.50957036,0.49620643,0.46188185,16.0,24.0,12.0,25.0,16.0,24.0,1.0,5.0,5.0,29.0,15.0,25.0,21.0,24.0,21.0
0.5096698,0.463139,0.49080753,0.46868107,0.45808622,0.5101646,0.47785038,0.49925885,26.0,22.0,21.0,13.0,23.0,26.0,4.0,16.0,11.0,25.0,3.0,1.0,11.0,17.0,20.0
0.5005456,0.479856,0.44288495,0.4854629,0.4892314,0.50923616,0.449937,0.47345343,24.0,31.0,17.0,48.0,46.0,55.0,6.0,27.0,28.0,17.0,10.0,14.0,26.0,29.0,20.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,44.0,59.0,47.0,62.0,90.0,77.0,64.0,98.0,88.0,60.0,91.0,80.0,65.0,93.0,66.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,44.0,47.0,74.0,63.0,97.0,63.0,62.0,72.0,86.0,60.0,66.0,79.0,76.0,93.0,88.0
0.4975257,0.4993375,0.48987278,0.4957049,0.5027411,0.5098414,0.4885567,0.46527967,21.0,42.0,53.0,54.0,55.0,40.0,55.0,60.0,44.0,39.0,43.0,55.0,46.0,38.0,50.0
0.47784483,0.4894158,0.48806408,0.5190404,0.49217293,0.5086478,0.49373698,0.50919044,17.0,5.0,23.0,23.0,23.0,7.0,23.0,13.0,7.0,26.0,20.0,7.0,2.0,6.0,8.0
0.51919097,0.4401527,0.4916018,0.4925221,0.4964462,0.5149158,0.47377157,0.5110269,16.0,22.0,29.0,62.0,53.0,45.0,23.0,2.0,24.0,11.0,3.0,5.0,30.0,29.0,2.0
0.5065521,0.46699476,0.43720916,0.48978934,0.5182767,0.5038682,0.45621264,0.4926175,54.0,59.0,37.0,5.0,5.0,28.0,56.0,57.0,56.0,89.0,61.0,65.0,62.0,79.0,61.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,57.0,47.0,79.0,72.0,65.0,77.0,68.0,61.0,72.0,60.0,72.0,81.0,67.0,63.0,71.0
0.49695936,0.49793732,0.4536521,0.48551735,0.4766742,0.5088108,0.49003938,0.51004124,3.0,22.0,19.0,4.0,9.0,2.0,17.0,19.0,12.0,14.0,30.0,27.0,9.0,14.0,0.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,58.0,37.0,50.0,61.0,62.0,63.0,61.0,68.0,67.0,60.0,85.0,75.0,68.0,96.0,80.0
0.49567983,0.49740967,0.48604724,0.51021105,0.49750447,0.51229554,0.47762543,0.48225898,25.0,29.0,8.0,1.0,7.0,24.0,20.0,11.0,23.0,9.0,5.0,16.0,7.0,28.0,12.0
0.5009941,0.49206874,0.4924116,0.4957049,0.50660217,0.4956252,0.4885567,0.4926175,46.0,39.0,41.0,29.0,24.0,59.0,50.0,59.0,46.0,70.0,68.0,74.0,65.0,61.0,73.0
0.5192847,0.49484578,0.4952566,0.48339793,0.49552748,0.5002925,0.49047843,0.45796522,30.0,15.0,53.0,72.0,54.0,51.0,14.0,13.0,0.0,12.0,12.0,27.0,17.0,26.0,5.0
0.50020766,0.4940719,0.48925778,0.49362287,0.4905879,0.5131578,0.49620643,0.49560902,28.0,25.0,1.0,24.0,7.0,12.0,19.0,10.0,2.0,0.0,11.0,15.0,9.0,13.0,19.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,59.0,35.0,63.0,65.0,93.0,71.0,65.0,81.0,86.0,60.0,88.0,63.0,75.0,65.0,78.0
0.5091314,0.495356,0.4824857,0.48393494,0.4667232,0.49860153,0.47812697,0.5128447,33.0,21.0,45.0,63.0,53.0,49.0,16.0,15.0,21.0,24.0,26.0,1.0,29.0,0.0,3.0
0.5009941,0.49785525,0.4920936,0.4957049,0.5030628,0.4956252,0.4885567,0.4926175,39.0,44.0,58.0,43.0,67.0,43.0,54.0,66.0,60.0,52.0,60.0,34.0,55.0,72.0,31.0
0.5009941,0.49682572,0.4924116,0.4957049,0.50391555,0.49905556,0.4885567,0.46527967,31.0,32.0,65.0,74.0,67.0,75.0,63.0,86.0,60.0,60.0,84.0,70.0,75.0,98.0,78.0
0.50748175,0.49752292,0.48581937,0.48287612,0.4907824,0.50829464,0.49465826,0.47576782,33.0,37.0,31.0,61.0,53.0,48.0,10.0,8.0,4.0,16.0,2.0,23.0,15.0,5.0,6.0
0.5297079,0.49872562,0.49997595,0.49326596,0.4863689,0.50594133,0.49259618,0.4679322,28.0,26.0,41.0,16.0,26.0,22.0,25.0,11.0,0.0,2.0,26.0,14.0,25.0,14.0,17.0
0.5065521,0.46699476,0.44011584,0.48978934,0.4823811,0.5028027,0.45621264,0.4926175,55.0,48.0,47.0,2.0,22.0,31.0,67.0,57.0,54.0,87.0,74.0,64.0,61.0,64.0,68.0
0.5009941,0.5030495,0.49887294,0.4957049,0.48815358,0.49731076,0.49012205,0.48039073,36.0,19.0,57.0,41.0,73.0,50.0,38.0,71.0,44.0,45.0,68.0,39.0,35.0,36.0,36.0
0.5009941,0.5030495,0.503046,0.4957049,0.507913,0.49997988,0.49012205,0.48039073,33.0,23.0,53.0,45.0,43.0,53.0,36.0,67.0,55.0,38.0,51.0,46.0,50.0,35.0,37.0
0.5035054,0.49807805,0.49726337,0.4957049,0.507913,0.49731076,0.4831572,0.50349206,42.0,19.0,47.0,31.0,41.0,53.0,44.0,46.0,38.0,35.0,58.0,39.0,38.0,56.0,40.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46932754,48.0,33.0,83.0,62.0,71.0,70.0,62.0,79.0,63.0,60.0,96.0,84.0,67.0,84.0,85.0
0.5009941,0.4993375,0.4924116,0.4957049,0.5030628,0.50113016,0.4885567,0.46527967,33.0,41.0,52.0,56.0,65.0,42.0,55.0,68.0,40.0,40.0,49.0,56.0,57.0,40.0,46.0
0.48792195,0.48359868,0.4681466,0.5164112,0.5055711,0.51167756,0.47812697,0.5039806,15.0,30.0,2.0,18.0,19.0,25.0,18.0,4.0,25.0,0.0,25.0,8.0,29.0,2.0,23.0
0.50766015,0.46355104,0.46247986,0.47852856,0.45493466,0.5105429,0.4845156,0.51972115,15.0,8.0,11.0,30.0,19.0,27.0,11.0,20.0,7.0,17.0,2.0,5.0,24.0,19.0,5.0
0.51296264,0.49537086,0.49350724,0.47427395,0.47520033,0.49907905,0.48828492,0.46165705,41.0,17.0,44.0,59.0,49.0,54.0,16.0,27.0,4.0,21.0,17.0,18.0,27.0,2.0,4.0
0.49336916,0.47589812,0.49370486,0.49716184,0.46133572,0.514286,0.47762543,0.46672136,19.0,12.0,41.0,9.0,22.0,14.0,16.0,5.0,21.0,29.0,24.0,14.0,27.0,26.0,28.0
0.51919097,0.45226613,0.47527015,0.46910137,0.45493466,0.50599706,0.47529754,0.51972115,20.0,42.0,57.0,53.0,45.0,52.0,28.0,28.0,15.0,29.0,19.0,8.0,22.0,15.0,3.0
0.51725346,0.44406164,0.4734976,0.4901334,0.45493466,0.5082371,0.490431,0.51972115,16.0,22.0,16.0,62.0,48.0,46.0,10.0,18.0,6.0,2.0,17.0,10.0,3.0,29.0,2.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,56.0,48.0,73.0,67.0,90.0,68.0,68.0,66.0,70.0,60.0,99.0,71.0,72.0,79.0,69.0
0.5009941,0.49807805,0.4924116,0.4957049,0.50880826,0.49731076,0.4885567,0.4941593,40.0,29.0,46.0,37.0,61.0,59.0,44.0,75.0,37.0,40.0,65.0,56.0,37.0,71.0,51.0
0.5009941,0.49206874,0.4924116,0.4957049,0.50391555,0.49905556,0.4885567,0.46932754,47.0,32.0,75.0,67.0,93.0,81.0,68.0,80.0,62.0,60.0,65.0,78.0,73.0,97.0,79.0
0.4772546,0.4782037,0.48096892,0.5026549,0.49931467,0.5107496,0.48666218,0.5047337,10.0,25.0,5.0,22.0,23.0,5.0,3.0,8.0,28.0,13.0,6.0,5.0,12.0,1.0,3.0
0.5065521,0.46234986,0.43720916,0.4957049,0.4823811,0.4959251,0.45621264,0.49011144,34.0,52.0,34.0,8.0,56.0,42.0,47.0,57.0,48.0,90.0,74.0,67.0,60.0,74.0,74.0
0.5009941,0.49785525,0.4924116,0.4957049,0.50745493,0.50113016,0.4885567,0.4687443,41.0,32.0,43.0,52.0,41.0,52.0,35.0,65.0,33.0,46.0,38.0,47.0,57.0,42.0,31.0
0.5123323,0.4951084,0.49493495,0.47676662,0.49241334,0.49946317,0.51512325,0.49270463,43.0,43.0,19.0,49.0,53.0,60.0,20.0,18.0,12.0,18.0,23.0,22.0,17.0,16.0,7.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,39.0,53.0,54.0,70.0,79.0,66.0,68.0,61.0,78.0,60.0,100.0,82.0,64.0,71.0,87.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,58.0,53.0,77.0,65.0,85.0,80.0,70.0,80.0,88.0,60.0,97.0,75.0,74.0,81.0,83.0
0.5194324,0.5010593,0.4939855,0.5010589,0.4899979,0.51111937,0.47762543,0.4675846,15.0,16.0,25.0,24.0,6.0,29.0,22.0,15.0,26.0,24.0,2.0,15.0,17.0,29.0,8.0
0.5091314,0.48995465,0.48367512,0.48287612,0.49150762,0.49997294,0.5080363,0.49333912,45.0,20.0,53.0,75.0,55.0,55.0,16.0,6.0,22.0,3.0,17.0,14.0,26.0,2.0,2.0
0.5065521,0.46699476,0.43720916,0.4957049,0.4823811,0.5028027,0.45621264,0.4926175,51.0,59.0,40.0,9.0,51.0,21.0,64.0,59.0,45.0,61.0,78.0,72.0,63.0,69.0,68.0
0.5035054,0.43318373,0.45150635,0.48195425,0.46050015,0.5043866,0.45049816,0.51027703,43.0,31.0,57.0,49.0,59.0,49.0,21.0,19.0,27.0,5.0,24.0,2.0,11.0,24.0,20.0
0.5035054,0.50156724,0.49785244,0.4957049,0.4951422,0.49731076,0.4898435,0.48706025,28.0,26.0,59.0,41.0,32.0,57.0,39.0,41.0,37.0,34.0,56.0,42.0,35.0,42.0,30.0
0.50748175,0.48002452,0.49928698,0.51058674,0.46729633,0.50711775,0.51639223,0.49676043,39.0,30.0,40.0,70.0,50.0,47.0,5.0,12.0,11.0,26.0,5.0,20.0,2.0,9.0,23.0
0.5065521,0.44927672,0.4381119,0.4957049,0.4823811,0.5028027,0.45621264,0.4941593,51.0,31.0,41.0,11.0,43.0,12.0,54.0,53.0,49.0,63.0,61.0,65.0,66.0,71.0,65.0
0.49988592,0.5030495,0.49554822,0.4957049,0.50880826,0.50241697,0.4898435,0.46527967,26.0,26.0,51.0,51.0,66.0,60.0,45.0,60.0,39.0,60.0,48.0,52.0,47.0,40.0,46.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,48.0,59.0,75.0,62.0,62.0,86.0,63.0,78.0,82.0,60.0,99.0,74.0,68.0,94.0,79.0
0.5009941,0.49682572,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,34.0,41.0,69.0,66.0,61.0,73.0,62.0,72.0,88.0,60.0,98.0,76.0,67.0,71.0,88.0
0.5091314,0.4886173,0.49997595,0.48287612,0.48348498,0.5043866,0.49363196,0.49182895,36.0,22.0,48.0,48.0,55.0,58.0,22.0,14.0,11.0,18.0,27.0,25.0,28.0,1.0,18.0
0.51305187,0.47721338,0.45662025,0.46155885,0.46245733,0.5095243,0.47565082,0.46188185,16.0,33.0,17.0,52.0,51.0,56.0,10.0,26.0,4.0,11.0,19.0,18.0,9.0,23.0,23.0
0.52978367,0.495356,0.49997595,0.47438198,0.47941795,0.50436634,0.48482656,0.4927418,28.0,32.0,34.0,69.0,59.0,54.0,4.0,4.0,5.0,2.0,17.0,4.0,20.0,12.0,17.0
0.49560753,0.495356,0.48431045,0.4832407,0.46220496,0.5107496,0.47377157,0.5137036,18.0,24.0,26.0,58.0,54.0,55.0,1.0,14.0,18.0,4.0,7.0,2.0,11.0,12.0,2.0
0.52978367,0.49225825,0.50572866,0.4707118,0.47269833,0.5090953,0.48482656,0.47638234,33.0,31.0,58.0,58.0,49.0,59.0,8.0,12.0,2.0,28.0,7.0,3.0,17.0,14.0,30.0
0.51919097,0.4980522,0.48596445,0.49326596,0.5012672,0.51377183,0.47762543,0.48838037,10.0,2.0,25.0,19.0,1.0,16.0,27.0,5.0,21.0,10.0,18.0,26.0,25.0,15.0,6.0
0.5009941,0.49518603,0.4920936,0.48978934,0.50660217,0.50410706,0.4885567,0.48794535,35.0,54.0,45.0,24.0,13.0,10.0,65.0,57.0,46.0,61.0,65.0,66.0,64.0,73.0,68.0
0.49988592,0.50156724,0.4961251,0.4957049,0.5043736,0.50241697,0.4831572,0.47902465,26.0,18.0,43.0,50.0,71.0,50.0,43.0,65.0,56.0,56.0,74.0,35.0,42.0,72.0,32.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,43.0,34.0,49.0,74.0,74.0,75.0,68.0,66.0,76.0,60.0,86.0,67.0,65.0,81.0,62.0
0.48752338,0.49089193,0.48260894,0.5026549,0.49750397,0.5100825,0.49713802,0.49363518,19.0,25.0,11.0,1.0,20.0,3.0,2.0,7.0,6.0,4.0,10.0,8.0,18.0,10.0,15.0
0.4975257,0.5030495,0.4974963,0.4957049,0.50848657,0.5093072,0.49012205,0.4994442,22.0,22.0,52.0,38.0,56.0,46.0,52.0,51.0,48.0,49.0,57.0,46.0,58.0,40.0,41.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,47.0,35.0,47.0,68.0,81.0,77.0,66.0,73.0,76.0,60.0,62.0,73.0,64.0,88.0,77.0
0.50881964,0.46234986,0.44663498,0.4957049,0.4823811,0.4959251,0.45621264,0.4917324,42.0,40.0,40.0,13.0,37.0,55.0,51.0,46.0,53.0,64.0,63.0,70.0,67.0,66.0,70.0
0.5003982,0.4796477,0.49959418,0.4899121,0.46479252,0.5061871,0.47762543,0.4625226,27.0,16.0,29.0,8.0,3.0,8.0,27.0,7.0,22.0,16.0,15.0,26.0,10.0,18.0,24.0
0.50095147,0.4993375,0.48987278,0.4957049,0.5027411,0.5098414,0.4885567,0.46439457,23.0,41.0,52.0,57.0,52.0,40.0,34.0,39.0,58.0,31.0,52.0,53.0,38.0,38.0,49.0
0.4804223,0.495356,0.48170534,0.5040338,0.49508658,0.50868607,0.47812697,0.5110269,20.0,13.0,42.0,25.0,9.0,21.0,5.0,3.0,21.0,3.0,2.0,4.0,15.0,3.0,12.0
0.50365853,0.47227716,0.50181663,0.5034951,0.4627837,0.5120574,0.50195944,0.5025903,29.0,25.0,5.0,2.0,3.0,20.0,21.0,28.0,7.0,19.0,18.0,3.0,17.0,4.0,25.0
0.48778173,0.46758524,0.5039967,0.4935049,0.46513516,0.5204218,0.4968789,0.49481717,24.0,14.0,30.0,13.0,5.0,15.0,29.0,23.0,9.0,11.0,13.0,1.0,19.0,8.0,26.0
0.49976987,0.47819734,0.49372312,0.48907197,0.4747199,0.5064613,0.48346898,0.49384853,23.0,28.0,21.0,29.0,24.0,2.0,19.0,7.0,23.0,9.0,7.0,23.0,7.0,13.0,26.0
0.49810556,0.47270155,0.47790223,0.48695815,0.46809292,0.50666106,0.48517513,0.46944582,5.0,8.0,36.0,25.0,16.0,25.0,12.0,24.0,29.0,17.0,10.0,28.0,15.0,25.0,30.0
0.5065521,0.46234986,0.44011584,0.4957049,0.4823811,0.4959251,0.45621264,0.49011144,32.0,45.0,51.0,6.0,49.0,41.0,48.0,49.0,49.0,86.0,71.0,73.0,67.0,75.0,68.0
0.49995226,0.4941886,0.48571232,0.510519,0.4904441,0.5028572,0.47762543,0.49474514,23.0,28.0,59.0,63.0,49.0,59.0,5.0,12.0,23.0,25.0,29.0,21.0,10.0,13.0,7.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,50.0,46.0,60.0,63.0,68.0,69.0,66.0,84.0,75.0,60.0,75.0,70.0,76.0,88.0,76.0
